X,Y,ASPI_ID,ASPI_pavadinimas,ASPI_grupe,Adresas,POINT_X,POINT_Y,Savivaldybe,Filtras_gyd,Filtras_visi,Filtras_slaug,Filtras_Pirm_laik,Filtras_Antr_laik,Filtras_Trec_laik,Pirm_visi,Pirm_gyd,Pirm_slaug,Antr_visi,Antr_gyd,Antr_slaug,Trec_visi,Trec_gyd,Trec_slaug,Pok_visi_eur,Pok_gyd_eur,Pok_slaug_eur,Pok_visi_proc,Pok_gyd_proc,Pok_slaug_proc,FID
21.1265685,55.75374,12,VšĮ Klaipėdos universitetinė ligoninė,1 - Visų šalies ASPĮ,"Liepojos g. 41, LT-92288 Klaipėda",21.1265685000001,55.7537400000001,Klaipėdos m. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1352,2403,1371,1522,2802,1570,1639,3022,1674,287,619,303,21,26,22,11
23.30226,55.942542,13,VšĮ Respublikinė Šiaulių ligoninė,1 - Visų šalies ASPĮ,"V.Kudirkos g. 99, LT-76231 Šiauliai",23.3022600000001,55.9425420000001,Šiaulių m. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1035,2260,888,1203,2555,1090,1395,2965,1227,360,705,339,35,31,38,12
21.1336785,55.718316,14,VšĮ Respublikinė Klaipėdos ligoninė,1 - Visų šalies ASPĮ,"S. Nėries g. 3, LT-92231 Klaipėda",21.1336785000001,55.7183160000001,Klaipėdos m. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1161,2251,1074,1319,2622,1248,1486,2902,1415,325,651,341,28,29,32,13
25.278831,54.704763,1,VšĮ VUL Žalgirio klinika,2 - Universiteto ligoninės,"Žalgirio g. 117, LT-08217 Vilnius",25.2788310000001,54.7047630000001,Vilniaus m. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1129,1904,969,1308,2128,1169,1442,2444,1298,313,540,329,28,28,34,14
24.366879,55.734921,15,VšĮ Respublikinė Panevėžio ligoninė,1 - Visų šalies ASPĮ,"Smėlynės g. 25, LT-35144 Panevėžys",24.366879,55.734921,Panevėžio m. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1187,2447,1058,1361,2613,1317,1484,2889,1405,297,442,347,25,18,33,15
25.315488,54.709902,16,VšĮ Vilniaus miesto klinikinė ligoninė,1 - Visų šalies ASPĮ,"Antakalnio g. 57, LT-10207 Vilnius",25.3154880000001,54.7099020000001,Vilniaus m. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1025,1690,990,1249,2069,1250,1400,2371,1397,376,681,407,37,40,41,16
21.135888,55.714617,17,VšĮ Klaipėdos vaikų ligoninė,1 - Visų šalies ASPĮ,"K. Donelaičio g. 7, LT-92140 Klaipėda",21.1358880000001,55.7146170000001,Klaipėdos m. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1052,1747,944,1253,2002,1123,1381,2207,1331,329,460,387,31,26,41,17
25.3070414027346,54.6907393822048,18,VšĮ Vilniaus m. psichikos sveikatos centras,1 - Visų šalies ASPĮ,"Vasaros g. 5, 10309 Vilnius, Vilniaus m. sav.",25.3070414027346,54.6907393822048,Vilniaus m. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,946,1533,931,1151,1771,1240,1276,2089,1289,330,556,358,35,36,39,18
21.1262895,55.755423,19,VšĮ Klaipėdos jūrininkų ligoninė,1 - Visų šalies ASPĮ,"Liepojos g. 45, LT-92288 Klaipėda",21.1262895000001,55.7554230000001,Klaipėdos m. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1124,2310,1062,1341,2760,1351,1411,2920,1489,287,610,427,26,26,40,19
25.2932715,54.668268,20,VšĮ Vilniaus gimdymo namai,1 - Visų šalies ASPĮ,"Tyzenhauzų g. 18A, LT-02106 Vilnius",25.2932715000001,54.6682680000001,Vilniaus m. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1139,1860,1049,1308,2159,1261,1412,2359,1314,272,499,265,24,27,25,20
24.708492,54.767142,21,VšĮ Abromiškių reabilitacijos ligoninė,1 - Visų šalies ASPĮ,"Sanatorijos g. 72, Abromiškių k., LT-26130 Elektrėnų sav.",24.7084920000001,54.767142,Elektrėnų sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1098,2040,1134,1308,2472,1504,1504,2781,1770,406,741,636,37,36,56,21
21.075678,55.935486,22,VšĮ Palangos reabilitacijos ligoninė,1 - Visų šalies ASPĮ,"Vytauto g. 153, LT-00163 Palanga",21.0756780000001,55.9354860000001,Palangos sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,0,0,0,0,0,0,1363,2677,1476,0,0,0,0,0,0,22
21.064572,55.906578,23,VšĮ Palangos vaikų reabilitacijos sanatorija “Palangos gintaras”,1 - Visų šalies ASPĮ,"Vytauto g. 30, Palanga LT-00135",21.0645720000001,55.9065780000001,Palangos sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,0,0,0,0,0,0,1095,1774,1103,0,0,0,0,0,0,23
21.4591995,55.337859,24,VšĮ Šilutės ligoninė,1 - Visų šalies ASPĮ,"Rusnės g. 1, LT-99185 Šilutė",21.4591995000001,55.3378590000001,Šilutės r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1060,2141,895,1207,2444,1057,1286,2711,1126,226,570,231,21,27,26,24
25.590438,55.509408,25,VšĮ Utenos ligoninė,1 - Visų šalies ASPĮ,"Aukštakalnio g. 3, LT-28151 Utena",25.5904380000001,55.5094080000001,Utenos r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1146,2056,924,1321,2342,1103,1490,2753,1183,344,697,259,30,34,28,25
22.2826005,55.254267,26,VšĮ Tauragės ligoninė,1 - Visų šalies ASPĮ,"V. Kudirkos g. 2, LT-72214 Tauragė",22.2826005000001,55.254267,Tauragės r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1114,2871,855,1301,3247,1053,1616,4467,1244,503,1596,389,45,56,46,26
22.344759,56.31597,27,VšĮ Mažeikių ligoninė,1 - Visų šalies ASPĮ,"J. Basanavičiaus g. 24, LT-89217 Mažeikiai",22.3447590000001,56.3159700000001,Mažeikių r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,886,1411,777,1088,2294,976,1247,2505,1148,362,1094,371,41,77,48,27
24.786549,55.257417,28,VšĮ Ukmergės ligoninė,1 - Visų šalies ASPĮ,"Vytauto g. 105, LT-20184 Ukmergė",24.786549,55.2574170000001,Ukmergės r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,971,1593,838,1141,2061,1042,1347,2453,1242,376,860,404,39,54,48,28
24.0396705,54.398682,29,VšĮ Alytaus apskrities S.Kudirkos ligoninė ,1 - Visų šalies ASPĮ,"Ligoninės g. 12, LT-62114 Alytus",24.0396705000001,54.3986820000001,Alytaus m. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,978,1671,860,1177,2093,1081,1261,2295,1167,283,624,307,29,37,36,29
23.542938,55.811196,30,VšĮ Radviliškio ligoninė,1 - Visų šalies ASPĮ,"Gedimino g. 9, LT-82174 Radviliškis",23.5429380000001,55.8111960000001,Radviliškio r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1052,2679,779,1213,2893,938,1275,3078,1006,224,399,227,21,15,29,30
23.3461305,54.566712,31,VšĮ Marijampolės ligoninė,1 - Visų šalies ASPĮ,"Palangos g. 1, LT-68188 Marijampolė",23.3461305000001,54.5667120000001,Marijampolės sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,998,1875,909,1148,2144,1088,1288,2371,1197,290,496,288,29,26,32,31
23.984298,55.309392,32,VšĮ Kėdainių ligoninė,1 - Visų šalies ASPĮ,"Budrio g. 5, LT-57164 Kėdainiai",23.984298,55.3093920000001,Kėdainių r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,906,1667,710,1103,2017,955,1266,2413,1079,360,746,369,40,45,52,32
24.270381,55.079442,33,VšĮ Jonavos ligoninė,1 - Visų šalies ASPĮ,"Žeimių g. 19, LT-55134 Jonava",24.2703810000001,55.079442,Jonavos r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1039,1750,865,1165,2082,1035,1161,1958,1042,122,208,177,12,12,20,33
22.2327495,55.983573,34,VšĮ Regioninė Telšių ligoninė,1 - Visų šalies ASPĮ,"Kalno g. 40, LT-87134 Telšiai",22.2327495000001,55.9835730000001,Telšių r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,967,1805,846,1119,2147,1027,1113,1989,1035,147,184,189,15,10,22,34
22.937319,56.003481,35,VšĮ Kuršėnų ligoninė,1 - Visų šalies ASPĮ,"J. Basanavičiaus g. 10, Kuršėnai, LT-81183 Šiaulių r.",22.9373190000001,56.0034810000001,Šiaulių r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,759,1662,620,855,1739,751,1099,2805,976,340,1143,356,45,69,57,35
22.8689250716716,56.3197734241587,36,VšĮ N. Akmenės ligoninė,1 - Visų šalies ASPĮ,"Žemaitijos g. 6, 85138 Naujoji Akmenė, Akmenės r. sav.",22.8689250716716,56.3197734241587,Akmenės r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1177,2203,889,1221,2244,909,1372,2643,992,195,440,103,17,20,12,36
22.1781015,55.4967,37,VšĮ Šilalės raj. ligoninė,1 - Visų šalies ASPĮ,"Vytauto Didžiojo g. 19, LT-75132 Šilalė",22.1781015,55.4967000000001,Šilalės r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,985,1869,776,1075,2124,887,1256,2467,969,271,598,193,28,32,25,37
22.750308,55.084896,38,VšĮ Jurbarko ligoninė,1 - Visų šalies ASPĮ,"Vydūno g. 56, LT-74112 Jurbarkas",22.7503080000001,55.0848960000001,Jurbarko r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,897,1832,678,1026,1990,858,1313,2842,1082,415,1010,404,46,55,60,38
23.8425885,55.978344,39,VšĮ Pakruojo ligoninė,1 - Visų šalies ASPĮ,"L. Giros g. 3, LT-83150 Pakruojis",23.8425885000001,55.9783440000001,Pakruojo r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,776,1419,637,895,1542,808,988,1847,850,212,428,213,27,30,33,39
23.6277,56.23218,40,VšĮ Joniškio ligoninė,1 - Visų šalies ASPĮ,"Pašvitinio g. 21, LT-84152 Joniškis",23.6277000000001,56.23218,Joniškio r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,938,2180,779,1039,2124,891,1142,2457,949,204,277,170,22,13,22,40
24.938901,54.637569,41,VšĮ Trakų ligoninė,1 - Visų šalies ASPĮ,"Mindaugo g. 17, LT-21114 Trakai",24.9389010000001,54.6375690000001,Trakų r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,938,1439,826,1080,1673,944,1219,1879,1116,280,440,290,30,31,35,41
26.2557495,55.732014,42,VšĮ Zarasų ligoninė,1 - Visų šalies ASPĮ,"Vilniaus g. 1B, LT-32129 Zarasai",26.2557495,55.732014,Zarasų r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,965,1836,737,1092,2029,875,1232,2505,886,267,669,149,28,36,20,42
25.581789,55.970622,43,VšĮ Rokiškio raj. ligoninė,1 - Visų šalies ASPĮ,"V. Lašo g. 3, LT-42106 Rokiškis",25.5817890000001,55.9706220000001,Rokiškio r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1004,1879,834,1111,2064,962,1221,2240,1094,217,361,260,22,19,31,43
25.3811205,54.305973,44,VšĮ Šalčininkų raj. sav. ligoninė,1 - Visų šalies ASPĮ,"Nepriklausomybės g. 38, LT-17115 Šalčininkai",25.3811205000001,54.3059730000001,Šalčininkų r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,816,1239,751,911,1396,807,1050,1753,918,234,514,167,29,42,22,44
24.9630705,55.03833,45,VšĮ Širvintų ligoninė,1 - Visų šalies ASPĮ,"Vilniaus g. 85, LT-19121 Širvintos",24.9630705000001,55.0383300000001,Širvintų r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,830,1472,647,954,1799,737,1035,2038,870,204,566,223,25,38,34,45
24.429321,54.853884,46,VšĮ Kaišiadorių ligoninė,1 - Visų šalies ASPĮ,"Beržyno g. 27, LT-56172 Kaišiadorys",24.4293210000001,54.8538840000001,Kaišiadorių r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,977,1674,878,1160,1968,1083,1308,2331,1183,331,657,305,34,39,35,46
23.031711,54.955377,47,VšĮ Šakių ligoninė,1 - Visų šalies ASPĮ,"Bažnyčios g. 37, LT-71123 Šakiai",23.031711,54.9553770000001,Šakių r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,790,1406,684,926,1677,829,1025,1894,927,234,488,243,30,35,35,47
21.828132,55.898676,48,VšĮ Plungės raj. sav. ligoninė,1 - Visų šalies ASPĮ,"J. Tumo-Vaižganto g. 89, LT-90160 Plungė",21.828132,55.8986760000001,Plungės r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,941,1721,803,1075,2062,956,1231,2449,1094,290,728,291,31,42,36,48
24.40692,56.067498,49,VšĮ Pasvalio ligoninė,1 - Visų šalies ASPĮ,"Geležinkeliečių g. 70, LT-39122 Pasvalys",24.4069200000001,56.0674980000001,Pasvalio r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,962,1827,870,1080,2035,989,1151,2221,1082,189,394,212,20,22,24,49
24.759279,56.188476,50,VšĮ Biržų ligoninė,1 - Visų šalies ASPĮ,"Vilniaus g. 115, LT-41115 Biržai",24.759279,56.188476,Biržų r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,869,1397,723,981,1573,862,1198,1912,1123,329,515,400,38,37,55,50
24.666219,54.786753,51,VšĮ Elektrėnų ligoninė ,1 - Visų šalies ASPĮ,"Taikos g. 8, LT-26115 Elektrėnai",24.6662190000001,54.786753,Elektrėnų sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1062,1910,878,1183,2104,1045,1257,2310,1057,195,400,179,18,21,20,51
21.2531085,55.89648,52,VšĮ Kretingos ligoninė,1 - Visų šalies ASPĮ,"Žemaitės al. 1, LT-97106 Kretinga",21.2531085,55.89648,Kretingos r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,963,1712,761,1088,1949,892,1196,2157,988,233,445,227,24,26,30,52
23.026122,54.650511,53,VšĮ Vilkaviškio ligoninė,1 - Visų šalies ASPĮ,"Maironio g. 25, LT-70104 Vilkaviškis",23.0261220000001,54.6505110000001,Vilkaviškio r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1145,2310,937,1326,2835,1090,1475,2941,1243,331,631,306,29,27,33,53
22.9470795,55.630917,54,VšĮ Kelmės ligoninė,1 - Visų šalies ASPĮ,"Nepriklausomybės g. 2, LT-86179 Kelmė",22.9470795000001,55.6309170000001,Kelmės r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1096,2401,883,1321,2953,1089,1404,3083,1226,308,682,343,28,28,39,54
23.5166715,54.235872,55,VšĮ Lazdijų ligoninė,1 - Visų šalies ASPĮ,"Kauno g. 8, LT-67128 Lazdijai",23.5166715000001,54.235872,Lazdijų r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,901,1633,775,1038,1936,972,1119,2255,1007,218,622,232,24,38,30,55
26.156511,55.127331,56,VšĮ Švenčionių raj. ligoninė,1 - Visų šalies ASPĮ,"Partizanų g. 4, LT-18126 Švenčionys",26.156511,55.127331,Švenčionių r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,877,1602,753,1025,1921,906,1180,2549,1002,304,947,249,35,59,33,56
23.4953595,54.757161,57,VšĮ Kazlų Rūdos ligoninė,1 - Visų šalies ASPĮ,"Vytauto g. 45, LT-69417 Kazlų Rūda",23.4953595000001,54.7571610000001,Kazlų Rūdos sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,886,1413,816,1110,1832,1027,1099,1825,982,213,412,166,24,29,20,57
26.4332115,55.606392,58,VšĮ Visagino ligoninė,1 - Visų šalies ASPĮ,"Taikos pr. 15A, LT-31107 Visaginas",26.4332115000001,55.606392,Visagino sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1168,2720,959,1375,3228,1191,1402,2680,1176,235,-40,217,20,-1,23,58
24.0094395,54.016632,59,VšĮ Druskininkų ligoninė,1 - Visų šalies ASPĮ,"Sveikatos g. 30, LT-66251 Druskininkai",24.0094395,54.0166320000001,Druskininkų sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,973,1943,737,1172,2177,935,1487,2628,1217,514,685,480,53,35,65,59
25.122042,55.520316,60,VšĮ Anykščių raj. sav. ligoninė,1 - Visų šalies ASPĮ,"Ramybės g. 15, LT-29126 Anykščiai",25.1220420000001,55.5203160000001,Anykščių r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1039,1601,954,1203,1834,1105,1235,1938,1096,196,337,142,19,21,15,60
24.9882795,55.837278,61,VšĮ Kupiškio ligoninė,1 - Visų šalies ASPĮ,"Krantinės g. 28, LT-40117 Kupiškis",24.9882795000001,55.837278,Kupiškio r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,828,1222,731,987,1444,906,1092,1811,917,264,589,186,32,48,25,61
23.222772,54.414369,62,VšĮ Kalvarijos ligoninė,1 - Visų šalies ASPĮ,"Vytauto g. 9, LT-69216 Kalvarija",23.2227720000001,54.4143690000001,Kalvarijos sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,808,1377,753,927,1512,913,1093,1977,1046,284,600,293,35,44,39,62
26.1500895,55.341126,63,VšĮ Ignalinos raj. ligoninė,1 - Visų šalies ASPĮ,"Ligoninės g. 13A, LT-30112 Ignalina",26.1500895,55.341126,Ignalinos r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,789,1281,621,959,1674,815,1051,1757,894,262,476,273,33,37,44,63
25.276491,54.672912,64,VšĮ Mykolo Marcinkevičiaus ligoninė,1 - Visų šalies ASPĮ,"Kauno g. 7, LT-03215 Vilnius",25.2764910000001,54.6729120000001,Vilniaus r. sav.,1 - Slaugytojai,2 - Visi darbuotojai,3 - Gydytojai,2017-07 - 2018-04,2018-05 - 2018-12,2019-09 - 2020-02,1115,1832,895,1337,2314,1173,1498,2611,1395,383,779,500,34,43,56,64
